Tenure Months,Monthly Charges,Total Charges,Churn Value,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Avg Monthly Charge,Is New Customer,High Monthly Charge
-1.2395040756535771,1.0205411719672768,-0.9272218305219706,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.8622381757387376,1,1
-0.22090504374582004,0.044934159070319335,-0.1803796896001667,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.15321659607572494,0,1
-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-1.4775974574026234,1,0
-1.2802480369298874,-0.6497911073537496,-0.9873998007616529,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6476805354884133,1,0
1.6125732136881425,1.1667991227933967,2.1919956071104725,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.1899992222454416,0,1
0.5532302205040753,0.3324639942171226,0.5581019488579865,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.4087476004690316,0,1
-0.9135523854430948,-0.5068572008645872,-0.7974906564092247,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.570817970265221,1,0
1.5310852911355222,0.14631751134751586,1.1422562120240514,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.1592107472748838,0,1
-0.6283446565089229,-1.4641819699082799,-0.8228368762792374,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,-1.3317261844067831,0,0
1.24587756220135,0.5003282332334644,1.1374472686544577,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0.4097056159502348,0,1
-0.791320501614164,0.3790006149345245,-0.5743600959347431,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.3543871251799958,0,1
0.6754621043330061,0.6548962949019775,0.7162235363499372,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.49460888055946023,0,1
-1.2395040756535771,-0.5168293338754589,-0.9645683494427119,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5400066833438552,1,0
0.797693988161937,0.4970041888965074,0.8534769567426437,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0.5404271537374573,0,1
1.4903413298592119,-0.021546727668825993,0.869492061725785,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,-0.10422167461965859,0,0
0.4309983366751445,0.8460288442770204,0.6862448480963712,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.8108282452604143,0,1
-0.3023929662984406,0.15628964435838757,-0.23411632284938438,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.17580908571316814,0,1
1.1236456783724194,0.33412601638560113,0.9587222265423225,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0.31384696416249175,0,1
1.24587756220135,1.1584890119510036,1.7770587961836315,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1.1720995946880772,0,1
1.368109446030281,1.451004913603243,2.1146333851051335,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1.4053260108678636,0,1
0.06430268518835193,-1.3245721077560746,-0.6128095835182351,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,-1.2754044771311681,0,0
1.6125732136881425,1.419426492402149,2.457590461100859,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1.4670063119506729,0,1
0.5939741817803856,1.1867433888151402,1.0693499834162252,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1.1712145504769604,0,1
1.1236456783724194,0.8343946890976701,1.397416982464815,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8629007840596271,0,1
1.6125732136881425,-0.7544985039679034,0.2994337380696749,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.7838833570046067,0,0
-0.5876006952326126,-0.3456410505221597,-0.5851030107099358,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-0.3852140172693705,0,0
-1.1987601143772668,0.3490842159019089,-0.8996696733264564,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.5488796573180359,1,1
0.5939741817803856,0.4687498120323708,0.6031251296714729,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.42630886632794607,0,1
-0.05792919864057891,0.4787219450432425,0.09436980429105095,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.5219834593464423,0,1
0.7162060656093164,-1.4841262359300234,-0.5966621222955637,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,-1.5300097755849902,0,0
-0.9135523854430948,0.5003282332334644,-0.6158758364006823,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.7929956062057755,1,1
-1.2802480369298874,-0.5234774225493735,-0.9857232883942716,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.5217849545193916,1,0
0.797693988161937,-1.4758161250876303,-0.5261824247457892,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-1.4519532411374254,0,0
1.2866215234776603,1.5557123102173966,2.1246262811896552,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1.5280560056826356,0,1
1.2051336009250397,-1.3478404181147754,-0.378847870775541,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,-1.3855803986468274,0,0
-1.1987601143772668,-0.009912572489475751,-0.929096877248647,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.18771992607089033,1,0
0.9606698332671781,1.5191478225108668,1.7013069084259085,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1.4853858046610626,0,1
0.5532302205040753,-0.30409049631019386,0.1789233819775253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-0.2102510097359223,0,0
-0.9950403079957154,-0.3373309396797665,-0.7946008785128177,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1496889693198316,1,0
-0.09867315991688919,0.33080197204864403,-0.07588443849115833,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.18477638498920737,0,1
0.512486259227765,-1.2929936865549807,-0.47061486351640536,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-1.251132657951915,0,0
-0.8728084241667845,-0.47361675749501453,-0.757938200162982,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.44407906961506677,1,0
0.3902543753988342,1.2964368519347298,0.9018752216641476,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1.2667842202247208,0,1
0.6754621043330061,-1.4841262359300234,-0.5779337144020557,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,-1.488719811360413,0,0
-0.9542963467194051,1.1468548567716528,-0.6020225499965325,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.235231443039502,1,1
0.10504664646466222,-0.08802761440797156,-0.02993476400096126,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-0.04972385505133735,0,0
0.6347181430566958,-1.4675060142452372,-0.5410283829464148,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,-1.417272491521634,0,0
0.5532302205040753,-1.4907743246039378,-0.598338634662945,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,-1.4791099329176973,0,0
-0.13941712119319946,-1.0320562061038352,-0.5620950844049545,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.9938362617462504,0,0
-0.09867315991688919,0.5734572086465244,0.12657648924337353,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6915613157495942,0,1
-1.2802480369298874,0.32913994988016554,-0.9744068299144488,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3280102170215065,1,1
1.368109446030281,0.6382760732171912,1.5136919388920018,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0.7215845003499021,0,1
1.3273654847539706,1.5374300663641316,2.1281557809104577,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1.475596858931437,0,1
1.6125732136881425,1.2000395661629695,2.283475827999022,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.2854102190068697,0,1
1.5718292524118322,0.06820246942901982,1.0877033819643978,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.06903302118085733,0,1
0.797693988161937,-1.4558718590658866,-0.5188807721983791,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,-1.4414088491078842,0,0
-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.4775974574026234,1,0
-1.2802480369298874,-1.5073945462887242,-0.998782437361241,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,-1.5024452694359829,1,0
0.22727853029359305,1.0039209502824906,0.583381990608234,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.9967215092877099,0,1
1.368109446030281,-0.6398189743428778,0.3282212201674701,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-0.6272250134609506,0,0
-1.1172721918246462,-1.346178395946297,-0.963156549554391,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4828983239697402,1,0
1.6125732136881425,1.3080710071140806,2.2146505834433734,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1.213627650910498,0,1
-0.01718523736426863,-1.1517218022342968,-0.5980959815571397,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.1864121601366908,0,0
0.4309983366751445,0.9823146620922681,0.7226648733404019,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.8744309393178977,0,1
1.6125732136881425,-1.509056568457203,-0.40591472175944493,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,-1.5195396438256,0,0
0.797693988161937,-0.2276374765601766,0.33483903214397476,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,-0.2085432420526929,0,0
0.4309983366751445,0.8925654649944222,0.737135822195692,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.89970251248671,0,1
1.2866215234776603,-0.33899296184824507,0.5030417532134678,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,-0.37461343449680534,0,0
-1.1987601143772668,0.8327326669291911,-0.897772567226525,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5963665869817899,1,1
0.1457906077409725,-1.1218054032016815,-0.5104320322417083,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.1102639695094578,0,0
0.3495104141225239,-1.4675060142452372,-0.6389058220789183,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,-1.4719814478536204,0,0
-0.22090504374582004,0.6781646052606785,-0.05810458364761598,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.4932941815100759,0,1
0.9606698332671781,1.1634750784564392,1.42598387083006,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1.1161887308653948,0,1
-1.076528230548336,-1.4658439920767583,-0.957619646867382,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.5242561266652652,1,0
-1.0357842692720256,-0.46863069098957844,-0.8527935051595485,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4886545384749118,1,0
-1.1580161531009565,-1.4608579255713225,-0.9796128420026324,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.625856069201669,1,0
0.02355872391204165,0.802816267896576,0.32839769515351025,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0.8927834153797464,0,1
1.6125732136881425,-1.3711087284734764,-0.24677840309776328,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,-1.3535654623361035,0,0
-1.2802480369298874,-1.4974224132778524,-0.9986500811217108,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.4925061446226393,1,0
1.5718292524118322,-0.2774981416145356,0.7509229304800766,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,-0.2871656138551061,0,0
-0.791320501614164,0.703094937787858,-0.4710339916082506,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.9512443126890026,0,1
1.4088534073065913,-0.47361675749501453,0.4309517214160771,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.5347651548353256,0,0
0.4309983366751445,-1.2996417752288951,-0.48314458752525413,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,-1.2313537139650506,0,0
-0.38388088885106114,0.3391120828910372,-0.22271162687654142,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41501357046005233,0,1
1.2866215234776603,-1.4824642137615447,-0.44363625002552143,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,-1.485388281800583,0,0
1.0014137945434884,-1.5024084797832884,-0.4909315462842746,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,-1.4664668000824168,0,0
1.6125732136881425,0.7728998688639604,1.8275527015643618,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0.8098967198351329,0,1
1.1643896396487294,1.205025632668405,1.6270771174227814,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.0962828402300049,0,1
1.2866215234776603,0.6482482062280629,1.3260990287313503,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5911123100622359,0,1
1.5718292524118322,-1.3578125511256471,-0.2325501073482783,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,-1.3273440212572378,0,0
1.3273654847539706,1.1385447459292597,1.823604073751714,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1.1237518405390652,0,1
-1.1987601143772668,-1.5024084797832884,-0.980296682573538,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,-1.4693148533915035,1,0
-0.09867315991688919,-0.009912572489475751,-0.15589378528709952,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-0.01549697999967141,0,0
-0.7098325790615434,0.15628964435838757,-0.5346752834489702,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.2195633218359107,0,1
-0.9950403079957154,0.12471122315729345,-0.7583793876280822,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.19031192533663882,1,1
1.5310852911355222,1.4410327805923713,2.4914957177938177,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1.6066312950924129,0,1
1.2051336009250397,0.7080810042932936,1.2935393938069473,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.6399972074661727,0,1
-1.076528230548336,-1.499084435446331,-0.9572887562685568,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.5201148246597054,1,0
-0.7505765403378537,0.5352306987715161,-0.4987626237898051,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.581221253932885,0,1
-0.42462485012737144,0.6432621397226272,-0.20354203151793296,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5968936617824975,0,1
-0.42462485012737144,-1.4841262359300234,-0.8221089169618219,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,-1.5144926934521574,0,0
-0.6690886177852331,-0.018222683331868918,-0.555587569294725,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.026485234654423654,0,0
-0.9135523854430948,-1.2996417752288951,-0.896360767338204,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,-1.3132705938220055,1,0
-0.791320501614164,-0.2924563411308434,-0.6700536571150003,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.19838112405443434,0,0
-1.2395040756535771,0.1629377330323022,-0.9477149882758802,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.09278426310570217,1,1
0.8384379494382472,0.30254759518450747,0.7389667501758582,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0.32747888016041593,0,1
-0.8728084241667845,-1.4691680364137156,-0.9041697854704794,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,-1.4423587421553135,1,0
1.4903413298592119,-1.4924363467724167,-0.40582648426642487,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,-1.492170038952623,0,0
1.6125732136881425,0.8061403122335331,1.752021407539189,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0.7311199527960373,0,1
-0.6690886177852331,-1.4758161250876303,-0.8655658822742024,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,-1.4813246292076274,0,0
0.4309983366751445,0.6465861840595843,0.5541092022988285,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.5800710451366565,0,1
-0.7505765403378537,0.5701331643095673,-0.4859902466751511,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.649730221396291,0,1
-0.01718523736426863,-1.4708300585821945,-0.7185842782760343,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-1.4691595545662952,0,0
0.06430268518835193,-1.3328822185984677,-0.6631490732861804,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,-1.3865862556804356,0,0
-0.7098325790615434,1.3479595391575674,-0.3194419785997843,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.2970748863225303,0,1
1.1643896396487294,-1.4708300585821945,-0.45499682725185436,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-1.4668436502275302,0,0
-1.2802480369298874,-0.648129085185271,-0.9873777413883978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6460240146861894,1,0
0.02355872391204165,0.33080197204864403,0.07500167457314752,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.3161635834056017,0,1
-0.506112772679992,-0.4320662032830487,-0.55565374741449,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.4508030381440941,0,0
-1.1987601143772668,-1.1434116913919037,-0.9711199832994515,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.2396106354831125,1,0
-0.791320501614164,-1.5007464576148097,-0.8993608421008862,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-1.5229606424481414,0,0
0.3087664528462136,-0.27251207510909975,0.04226556466270443,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.176317541215582,0,0
0.4309983366751445,0.23606670844536215,0.39267870881862527,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0.29815431884188814,0,1
1.4903413298592119,-1.4974224132778524,-0.40055429405847615,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,-1.4864322350144845,0,0
1.6125732136881425,1.4925554678152089,2.5791817264825045,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1.5938221822542638,0,1
1.082901717096109,-1.5123806127941604,-0.4811592439323027,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,-1.4770920781748262,0,0
-0.506112772679992,1.055443637505328,-0.16837939054943826,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1.0032909220481092,0,1
-0.3431369275747509,-1.3528264846202114,-0.7482100165575201,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,-1.335964928812474,0,0
1.082901717096109,1.5474021993750033,1.869068442030301,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1.5142194945327034,0,1
1.6125732136881425,1.577318598407619,2.540511645166462,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1.5534905021667826,0,1
-1.2802480369298874,-1.4641819699082799,-0.9982088936566105,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.45937572857816,1,0
-0.22090504374582004,1.233280009532542,0.175526238496253,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1.1430798043380055,0,1
-0.7505765403378537,0.5069763219073791,-0.5166307161263677,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.4853796932327839,0,1
1.5718292524118322,1.354607627831482,2.2598502392429003,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1.3087638570537163,0,1
-0.791320501614164,0.44880554601062694,-0.5511977540169769,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.48818303612885544,0,1
0.4717422979514547,0.13468335616816515,0.29808811630111887,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08115096929008404,0,1
0.02355872391204165,0.503652277570422,0.17715863211712407,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.5486286693176992,0,1
1.6125732136881425,-0.3107385849841083,0.8364471205897716,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,-0.22379526798599014,0,0
1.2866215234776603,1.251562253385807,1.9283419779665278,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1.297747847898434,0,1
-1.2802480369298874,-1.3145999747452028,-0.996223550063659,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.3102888563780022,1,0
